cefr_a,cefr_b,level_distance,level_dist_weight,threshold_used,needs_screening,source_a,source_b,text_a,text_b,similarity,score,avg_word_len_delta,ttr_delta,num_words_delta
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .","He died in 2005 at the age of 87 in New York City , after suffering from cancer .",0.6244,0.6244,0.467,0.067,10.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show current set alarms.,When is the next alarm set for?,0.6244,0.6244,1.571,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 on 23 July , 2014 .","Trass died on 14 February 2017 , aged 88 .",0.624,0.624,1.4,0.0,0.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Stop alarm.,Set an alarm for tomorrow at 2am,0.6236,0.6236,0.667,0.0,4.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Stop alarm.,The alarm will ring in a second .,0.6224,0.6224,0.929,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"Brian and some other people were with Mike. 'There was some glass on the beach - I didn't see it,' Mike said. 'He's going to the doctor,' Brian said to Janelle. Then he looked at Nick.
'You can go - we don't want you here,' he said. Nick started to answer angrily, but Janelle put her hand on his arm. 'I'm sorry about your foot, Mike,' he said. Mike smiled. 'Thanks, Nick. I know that.' After Mike's accident Brian didn't talk to Nick. Nick was right. That evening his father was not happy. You're asking us for money,' he said. 'Only the money for the plane to Australia, Dad. I have eight hundred pounds in the bank, and I can win the prize money from the competition this weekend  that's a thousand pounds - I'll have one thousand, eight hundred .'I don't know about this, Nick,' his father said. 'I'll talk to your mother about it.'  The day of the surfing competition was hot and sunny. In the morning all the surfers tried to catch the good waves. The judges watched from the beach. Nick and Brian surfed well all morning. Nick did not have time to talk to Janelle in the morning but she waited for him before the afternoon competition. 'You're doing well,' she said. There are only four very good surfers in the competition and you're number two, after Brian. Good luck!'In the afternoon the waves were very big but Nick was a strong swimmer. 
","Lou took Nicky's bag and paid the taxi driver. The taxi drove away.
Nicky followed Lou to the shop and they went inside. There was a man in the shop. He looked up and saw Nicky and Lou. Then he smiled.
'How are you, Lou?' the man said.
'I'm OK,' Lou said, smiling. 'But Mrs Brady isn't happy with you, Sam.'
'Not happy?' said Sam. 'Why?'
'Last week's meat was bad,' Lou said. 'We couldn't use it. Mrs Brady had to throw it away. She was very angry.'
'But I don't understand,' Sam said. 'It was good meat-'
'Ha!' Lou laughed. 'Good? Mrs Brady didn't call it that! I want to see today's meat.'
'Of course! Of course!' Sam said. 'Come out to the back, Lou. Come and see it. We only send the best meat to Mrs Brady.'
Lou went with Sam. 'Wait there, Nicky,' he said. 'I won't be long.'
Lou and Sam went through a door at the back of the shop. Then Nicky was alone. The sun came in through a window. The room got hotter and hotter. Nicky got hotter and hotter. He began to feel ill.
'I've got to go outside,' he thought. 'I can wait for Lou there.' He went out into the street.
Three boys were at the other end of the street. They were older than Nicky. They kicked a ball and shouted. There were two motorbikes near them. One was yellow. The other was black and had an open sidecar.
Nicky watched the young men. Then an old woman came out of a building.
'Go away!' she shouted at them.
",0.6224,0.6224,0.464,0.022,24.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Stop the alarm.,Set an alarm for tomorrow at 2am,0.6222,0.6222,0.167,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set off alarm in 5 minutes,cancel all alarms this week while I'm on vacation,0.622,0.622,0.556,0.0,4.0
A1,A2,1,1.0,0.6,"very_short_text,similar_complexity",UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,The clock struck six.,That clock is five minutes fast .,0.622,0.622,0.083,0.0,2.0
A1,A2,1,1.0,0.6,"very_short_text,similar_complexity",UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show me my alarm,i need to set my alarm for tomorrow at 7 am,0.6218,0.6218,0.05,0.0,6.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Slice 2 bananas.,Make sure banana slices are covered by pie filling.,0.6208,0.6208,1.333,0.0,7.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 7 am tomorrow,set alarm every 15 minutes for one hour,0.6205,0.6205,0.086,0.0,2.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show all alarms please,i need to set my alarm for tomorrow at 7 am,0.6204,0.6204,1.55,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Ryman died on February 8 , 2019 , at the age of 88 .",He died 23 December 2018 at the age of 86 after a brief illness .,0.6203,0.6203,0.193,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show all alarms please,cancel all alarms this week while I'm on vacation,0.6199,0.6199,0.194,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .","Trass died on 14 February 2017 , aged 88 .",0.6197,0.6197,1.4,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/readme_en,I have two fish in a bowl .,"Goldfish are swimming in a bowl, then a person drops food into the bowl and the fish eat.",0.6196,0.6196,1.175,0.167,11.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6am tomorrow,How much time before my alarm goes off?,0.6195,0.6195,0.325,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show all alarms please,When is the next alarm set for?,0.6194,0.6194,1.321,0.0,3.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for 4pm,set alarm every 15 minutes for one hour,0.6186,0.6186,0.381,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Wass died on 4 January 2017 at the age of 93 .,"Beutel died on 8 May 2019 , at the age of 72 .",0.6175,0.6175,0.25,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 7 am tomorrow,Set my alarm to let me know when the game ends.,0.6173,0.6173,0.927,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel the alarm for 4:30am,When is the next alarm set for?,0.617,0.617,0.821,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"Brian and some other people were with Mike. 'There was some glass on the beach - I didn't see it,' Mike said. 'He's going to the doctor,' Brian said to Janelle. Then he looked at Nick.
'You can go - we don't want you here,' he said. Nick started to answer angrily, but Janelle put her hand on his arm. 'I'm sorry about your foot, Mike,' he said. Mike smiled. 'Thanks, Nick. I know that.' After Mike's accident Brian didn't talk to Nick. Nick was right. That evening his father was not happy. You're asking us for money,' he said. 'Only the money for the plane to Australia, Dad. I have eight hundred pounds in the bank, and I can win the prize money from the competition this weekend  that's a thousand pounds - I'll have one thousand, eight hundred .'I don't know about this, Nick,' his father said. 'I'll talk to your mother about it.'  The day of the surfing competition was hot and sunny. In the morning all the surfers tried to catch the good waves. The judges watched from the beach. Nick and Brian surfed well all morning. Nick did not have time to talk to Janelle in the morning but she waited for him before the afternoon competition. 'You're doing well,' she said. There are only four very good surfers in the competition and you're number two, after Brian. Good luck!'In the afternoon the waves were very big but Nick was a strong swimmer. 
","Plates were filled, and coffee and tea were poured. They talked about news from abroad and the world of sport. Nobody spoke about the island. 
When breakfast ended, Dr Armstrong moved his chair back a little. 'I have a sad piece of news. Mrs Rogers is dead. She died in her sleep.' There were cries of surprise around the table.
'Oh no! That's terrible!' said Vera, 'Two deaths on the island!' 'What happened?' asked Mr Justice Wargrave. 'I'm not sure,' said Armstrong.
'She seemed very nervous,' Vera said. 'Perhaps her heart failed?'
Suddenly Emily Brent's voice filled the room.
'Fear! She died of fear! You all saw her yesterday. She was accused of murdering that old lady, with her husband. I think that accusation was true. She was judged - and then she died!' Everyone looked at Emily Brent in surprise. She looked back at them with shining eyes. 'It's what I believe,' she said.
'My dear lady,' said the judge quietly, 'a court of law is where we judge criminals. Your suggestion is impossible.'
Emily Brent turned away. Blore said, 'What did she eat and drink before bed last night? A cup of tea?
Water?' 'Rogers says that she had nothing,' answered Dr Armstrong.
'Ah!' said Blore 'Rogers says that, does he?'
The doctor looked at him and Philip Lombard said, 'So, that's your idea?'
'Why not?' said Blore. 'We all heard that accusation last night. Maybe it was a lie, but maybe not. Maybe it was true. Rogers and his wife killed the old lady and they've felt quite safe and happy about it. 
",0.6169,0.6169,0.086,0.085,19.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Stop the alarm.,cancel all alarms this week while I'm on vacation,0.6163,0.6163,0.556,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,set an alarm for 6pm,The alarm will ring in a second .,0.616,0.616,0.321,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Long died on January 15 , 2017 , at the age of 63 .",She died after long illness on 6 April 2014 .,0.6156,0.6156,0.911,0.0,1.0
A1,A2,1,1.0,0.6,"very_short_text,similar_complexity",UniversalCEFR/readme_en,UniversalCEFR/readme_en,Stop alarm.,cancel all alarms this week while I'm on vacation,0.615,0.615,0.056,0.0,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,How long before my alarm goes off?,Set my alarm to let me know when the game ends.,0.615,0.615,0.584,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,how much longer until my alarm goes off,When is the next alarm set for?,0.6149,0.6149,0.571,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 7 am tomorrow,cancel all alarms this week while I'm on vacation,0.6147,0.6147,0.356,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel the alarm for 4:30am,Set my alarm to let me know when the game ends.,0.6146,0.6146,0.977,0.0,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6am tomorrow,Set my alarm to let me know when the game ends.,0.6145,0.6145,0.927,0.0,6.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,What did the boss say ?,May I speak with your boss ?,0.6145,0.6145,0.1,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 18 October 2017 .,"He died in 2005 at the age of 87 in New York City , after suffering from cancer .",0.6142,0.6142,0.083,0.067,11.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for tomorrow morning,When is the next alarm set for?,0.614,0.614,2.371,0.0,2.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set off alarm in 5 minutes,What time is my alarm set for tomorrow?,0.6129,0.6129,0.125,0.0,3.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel the alarm for 4:30am,set alarm every 15 minutes for one hour,0.6128,0.6128,0.036,0.0,3.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Can I take your order ?,"Are you ready to order now , sir ?",0.6126,0.6126,0.029,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6pm today,Set my alarm to let me know when the game ends.,0.6126,0.6126,0.327,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,cancel the alarm for 4:30am,The alarm will ring in a second .,0.6125,0.6125,0.679,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,What did the boss say ?,Did you have a chance to speak to your boss ?,0.6123,0.6123,0.0,0.1,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,"Beutel died on 8 May 2019 , at the age of 72 .",0.6116,0.6116,0.5,0.0,0.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,show all alarms,cancel all alarms this week while I'm on vacation,0.6114,0.6114,0.222,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Lamarck died in Paris in 1829 .,He died in Paris .,0.611,0.611,0.75,0.2,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6pm today,set alarm every 15 minutes for one hour,0.6108,0.6108,0.686,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Long died on January 15 , 2017 , at the age of 63 .",He died 23 December 2018 at the age of 86 after a brief illness .,0.61,0.61,0.443,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Set alarm for 8 pm tonight,The alarm will ring in a second .,0.61,0.61,0.429,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set off alarm in 5 minutes,Set my alarm to let me know when the game ends.,0.6098,0.6098,0.727,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,She may leave early .,She will do it as soon as she comes back from lunch .,0.6095,0.6095,0.667,0.167,8.0
A1,A2,1,1.0,0.6,"very_short_text,similar_complexity",UniversalCEFR/readme_en,UniversalCEFR/readme_en,Show all alarms please,set alarm for 8:45am tomorrow,0.6093,0.6093,0.0,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,show my alarms for tomorrow,The alarm will ring in a second .,0.6091,0.6091,1.029,0.0,2.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Cancel alarms,set alarm for 8:45am tomorrow,0.6091,0.6091,1.25,0.0,2.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/readme_en,UniversalCEFR/readme_en,how much longer until my alarm goes off,What time is my alarm set for tomorrow?,0.6091,0.6091,0.125,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,Set an alarm for 10pm tonight,The alarm will ring in a second .,0.6087,0.6087,0.429,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,Hovey died on 6 January 2015 at the age of 82 .,0.6081,0.6081,0.875,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,I simply can't learn French !,Have you been studying French ?,0.608,0.608,0.4,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Sometimes I sleep until noon .,Have you been staying up late ?,0.6079,0.6079,0.8,0.0,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm every 5 minutes for 15 minutes,Set an alarm for tomorrow at 2am,0.6074,0.6074,1.167,0.167,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Turn off all of my alarms today.,set alarm for 8:45am tomorrow,0.6069,0.6069,1.179,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set the alarm for 8 pm central time.,cancel all alarms this week while I'm on vacation,0.6068,0.6068,0.698,0.0,2.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Stop the alarm.,Set my alarm to let me know when the game ends.,0.6064,0.6064,0.727,0.0,8.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Stop the alarm.,set alarm for 8:45am tomorrow,0.6062,0.6062,0.75,0.0,1.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He painted the house next to ours .,He painted his room blue .,0.6061,0.6061,0.143,0.0,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,They put the food in bags .,The food is usually good there .,0.6057,0.6057,0.833,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/cefr_sp_en,set alarm every 5 minutes,The alarm will ring in a second .,0.6056,0.6056,1.429,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 9am every Friday,How much time before my alarm goes off?,0.6054,0.6054,0.525,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for tomorrow morning,Set my alarm to let me know when the game ends.,0.6053,0.6053,2.527,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,cancel alarm for tomorrow morning,How much time before my alarm goes off?,0.605,0.605,1.925,0.0,3.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en,"One afternoon, Ali is carrying a heavy bag for an old man. 'There's a man behind us,' the old man says. 'Do you know him?' Ali looks at the man behind them. He is big and strong. 'No, I don't know him. He doesn't work in the market.' 'Watch my bag!' the old man says.  Perhaps he's a thief.' Ali thinks of the money in his pocket. 'Let's walk quickly,' he tells the old man. 'I can't walk quickly. You're young, but I'm not!' 
Suddenly, the big man takes the bag from Ali's hand and starts to run away. Ali runs after him. The man hits Ali. Ali falls down, and his money falls out of his pocket. The man puts down the bag. Then he takes Ali's money
and runs away. Ali gives the bag to the old man. 'Thank you very much,' the old man says. 'You're a very good young man.' Ali is unhappy, but he does not talk about the money. That evening, he does not tell his mother and father about it. 'I can start again,' he thinks. The day after that, Ali is at the market. People are making a lot of noise. Ali is standing and waiting for work. Suddenly, an old woman comes to him and says, 'Can you carry my two heavy bags? I live near the statue of Ataturk.' Ali carries them for her
 'Are they very heavy?' she asks. 'Not for me. I'm very strong,' Ali says. 
","Faisal was a rich young man of Baghdad. He lived in a large house with many servants. But he didn't have a wife. He wasn't interested in love.
One day Faisal went for a walk in the streets of the city. He saw a lot of young girls in front of him. He didn't want to meet them, so he turned into a small street. He looked up and saw a beautiful young girl at a window. From that minute, Faisal was in love.
Then a man on a horse came into the street. He had many servants with him. He stopped outside the girl's house and went inside.
'Is that her father?' Faisal thought.
He went home, but he couldn't eat or sleep. He thought about the girl. Who was she? He had to know.
An old woman worked in Faisal's house. She asked, 'What's wrong with you, sir? Are you ill?'
'No,' answered Faisal.' But I'm in love.' He told the old woman about the girl at the window.
'I know that girl,' said the old woman.' She's the daughter of a judge. Her father is a very important man.'
'How can I meet her?' asked Faisal.
'Listen,' said the old woman. 'I know the people in the girl's house. I'll speak to the girl about you. She'll listen to me.'
The old woman went to the house and spoke to the girl about Faisal. The girl listened. She was very interested.
'I would like to meet this young man,' she said. 

",0.6047,0.6047,0.093,0.011,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,We went by metro .,Many cities have metros .,0.6046,0.6046,1.75,0.0,0.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 on 23 July , 2014 .","Elders died after a long illness on 3 May 2015 , aged 84 .",0.6044,0.6044,0.8,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 on 23 July , 2014 .","Grosics died on 13 June 2014 , aged 88 .",0.6042,0.6042,1.0,0.0,0.0
A1,A2,1,1.0,0.6,"very_short_text,similar_complexity",UniversalCEFR/readme_en,UniversalCEFR/readme_en,Turn off all alarms,How much time before my alarm goes off?,0.6039,0.6039,0.125,0.0,4.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Long died on January 15 , 2017 , at the age of 63 .","Elders died after a long illness on 3 May 2015 , aged 84 .",0.6039,0.6039,0.625,0.0,1.0
